,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
530,"Aaron Adibe Agbo, Ph.D",Religiosity and well-being among Nigerians: Exploring the mediating role of fatalism,A many-analysts approach to the relation between religiosity and well-being,Nsukka,6.8561,7.3927,,,Enugu State,Nigeria
531,Kyong-sun Jin,The sense of belonging reduces ingroup favoritism in children,Children’s restorative justice in an intergroup context,"Sungshin Women's University, Korea",37.59135585,127.02220736322735,,Seoul,,South Korea
532,Sean Patrick Goldy,Clinically relevant acute subjective effects of psychedelics beyond mystical experience,A many-analysts approach to the relation between religiosity and well-being,Behavioral Sciences,31.2642953,34.80146501883921,,Be’er-Sheva,South District,Israel
533,James P. Dunlea,[BOOK][B] Children's and adults' reasoning about punishment's messages,Emerging complexity in children's conceptualization of the wealthy and the poor,Walgreens Co.,42.156765199999995,-87.87115616395592,Lake County,,Illinois,United States
534,Yarrow Dunham,How do explicit and implicit evaluations shift? A preregistered meta-analysis of the effects of co-occurrence and relational information.,Testing the automaticity features of the Affect Misattribution Procedure: The roles of awareness and intentionality,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
535,Fan Yang,Love Doesn't Run Out: Children and Adults Do Not View Social Resources as Inherently Zero-Sum,Beyond our tribe: Developing a normative sense of group-transcendent fairness.,The University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
536,Eric-Jan Wagenmakers,Facing the unknown unknowns of data analysis,A many-analysts approach to the relation between religiosity and well-being,University of Amsterdam,52.36813335,4.889804155733945,,Amsterdam,North Holland,Netherlands
537,Yuhang Shu,The impact of sufferers' wealth status on pain perceptions: Its development and relation to allocation of healthcare resources,Emerging complexity in children's conceptualization of the wealthy and the poor,University of Virginia,38.0410576,-78.50550841214823,Albemarle County,,Virginia,United States
538,Jordan W. Moon,Religion as a natural laboratory for understanding human behavior,A many-analysts approach to the relation between religiosity and well-being,Centre for Culture,41.1188119,25.4013035,Rodopi Regional Unit,Komotini,Macedonia and Thrace,Greece
539,Heidi Baumgartner,How to build up big team science: A practical guide for large-scale collaborations,To which world regions does the valence–dominance model of social perception apply?,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
540,Manuel Oliveira,Are Natural Faces Merely Labelled as Artificial Trusted Less?,To which world regions does the valence–dominance model of social perception apply?,Eindhoven University of Technology,51.4486602,5.4903995655080475,,Eindhoven,North Brabant,Netherlands
541,Jordan William Suchow,Beyond playing 20 questions with nature: Integrative experiment design in the social and behavioral sciences,To which world regions does the valence–dominance model of social perception apply?,Stevens Institute of Technology,40.744809599999996,-74.0252392276461,Hudson County,,New Jersey,United States
542,Renate Ysseldyk,"Medicine for the soul:(Non) religious identity, coping, and mental health during the COVID-19 pandemic",A many-analysts approach to the relation between religiosity and well-being,Carleton University,45.3858581,-75.69500411688679,,Ottawa,Ontario,Canada
543,Yarrow Dunham,The development and predictors of a preference for strivers over naturals in the United States and China,She succeeded despite lack of ability or resources: Children’s consideration of constraint in beliefs and reasoning about academic achievement.,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
544,Stephen Antonoplis,Unconstrained descriptions of Facebook profile pictures support high-dimensional models of impression formation,To which world regions does the valence–dominance model of social perception apply?,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
545,David Bryce Yaden,Clinically relevant acute subjective effects of psychedelics beyond mystical experience,A many-analysts approach to the relation between religiosity and well-being,Behavioral Sciences,31.2642953,34.80146501883921,,Be’er-Sheva,South District,Israel
546,Jeremy Pollack,[BOOK][B] The Effects of Social Identity and Team Size on Self-and Collective Efficacy in Competition,Minimal but meaningful: Probing the limits of randomly assigned social identities,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
547,Tara Stoinski,Motivating children's cooperation to conserve forests,In defense of the commons: Young children negatively evaluate and sanction free riders,Dian Fossey Gorilla Fund,-1.50463775,29.636362218016462,,Musanze,Northern Province,Rwanda
548,Victoria V. Rostovtseva,Perception of emergent leaders' faces and evolution of social cheating: cross-cultural experiments,In defense of the commons: Young children negatively evaluate and sanction free riders,Institute of Ethnology,25.0392764,121.61694381614745,,Taipei,,Taiwan
549,Hongbo Yu,Multimodal investigations of emotional face processing and social trait judgment of faces,To which world regions does the valence–dominance model of social perception apply?,Brain Sciences,43.7215637,-79.376836,,Toronto,Ontario,Canada
550,Richard D. Morey,Beyond statistical ritual: Theory in psychological science,To which world regions does the valence–dominance model of social perception apply?,Cardiff University,51.4891343,-3.1822051,Cardiff,Cardiff,Wales,United Kingdom
551,Suzanne Hoogeveen,Many-analysts religion project: Reflection and conclusion,A many-analysts approach to the relation between religiosity and well-being,University of Amsterdam,52.36813335,4.889804155733945,,Amsterdam,North Holland,Netherlands
552,Taylor Wood,Nice or Rich? An Examination of Children's Preferences for Wealth and Positive Personality Traits,Emerging complexity in children's conceptualization of the wealthy and the poor,University of North Carolina at Greensboro,36.0679595,-79.81036691043005,Guilford County,Greensboro,North Carolina,United States
553,Kerri L. Johnson,Gender/Sex Categories and Gendered Cues in People Perception: The Influence of Gender/Sex Ratio and Gendered Appearance on Group Judgments,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,UCLA,34.070877749999994,-118.44685031405575,Los Angeles County,Los Angeles,California,United States
554,charles kalish,Intuitive sociology,Minimal but meaningful: Probing the limits of randomly assigned social identities,university of Wisconsin Madison,43.080274450000005,-89.43095871991434,Dane County,Madison,Wisconsin,United States
555,Marjorie Rhodes,A developmental investigation of group concepts in the context of social hierarchy: Can the powerful impose group membership?,Testing the limits of structural thinking about gender,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
556,J. Kiley Hamlin,Build up big-team science,To which world regions does the valence–dominance model of social perception apply?,University of British Columbia,49.25783145,-123.24624198622213,Metro Vancouver Regional District,Electoral Area A,British Columbia,Canada
557,Fan Yang,Love Doesn't Run Out: Children and Adults Do Not View Social Resources as Inherently Zero-Sum,In defense of the commons: Young children negatively evaluate and sanction free riders,The University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
558,Joshua Correll,The India Face Set: International and cultural boundaries impact face impressions and perceptions of category membership,To which world regions does the valence–dominance model of social perception apply?,University of Colorado Boulder,39.9964767,-105.24878373149569,Boulder County,Boulder,Colorado,United States
559,Katherine McAuliffe,Children's judgments of interventions against norm violations: COVID-19 as a naturalistic case study,Children’s restorative justice in an intergroup context,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
560,Kesong Hu, Brain responses to self-and other-unfairness under resource distribution context: Meta-analysis of fMRI studies,In defense of the commons: Young children negatively evaluate and sanction free riders,Little Rock,34.7465071,-92.2896267,Pulaski County,Little Rock,Arkansas,United States
561,Ori Friedman,Local or foreign? Flexibility in children's preference for similar others.,Minimal but meaningful: Probing the limits of randomly assigned social identities,Psychology,40.5964565,-74.14962047239055,,New York,New York,United States
562,Jing Xiao, Brain responses to self-and other-unfairness under resource distribution context: Meta-analysis of fMRI studies,In defense of the commons: Young children negatively evaluate and sanction free riders,Cognition,-30.489793702978584,151.63592780902573,,Armidale,New South Wales,Australia
563,Kimberly Vanderbilt, Preschoolers selectively trust and selectively share with others based on their past accuracy and intentions,In defense of the commons: Young children negatively evaluate and sanction free riders,California State University San Marcos,33.1295667,-117.1606492322195,San Diego County,,California,United States
564,John D. Coley,Higher education in the social sciences impacts essentialist conceptions of racial disparities,Testing the limits of structural thinking about gender,Northeastern University,42.33895295,-71.0880555878772,Suffolk County,Boston,Massachusetts,United States
565,Manvir Singh,Prosocial religions as folk-technologies of mutual policing,In defense of the commons: Young children negatively evaluate and sanction free riders,Davis,40.7474784,-92.3965311,Davis County,,Iowa,United States
566,Gaye Soley,Children intend to teach conventional but not moral norms selectively to ingroup members.,Children’s restorative justice in an intergroup context,University of Barcelona,41.38685955,2.163478411827376,Barcelonès,Barcelona,Catalonia,Spain
567,Julia Marshall,Children punish third parties to satisfy both consequentialist and retributive motives,In defense of the commons: Young children negatively evaluate and sanction free riders,Brown University,41.8186395,-71.4088008716793,Providence County,Providence,Rhode Island,United States
568,Xin Yang,Emerging complexity in children's conceptualization of the wealthy and the poor,Testing the limits of structural thinking about gender,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
569,May Ling Halim,Testing the generalizability of minimal group attitudes in minority and majority race children,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,California State University,34.1799047,-117.3263,San Bernardino County,San Bernardino,California,United States
570,Monica E Ellwood-Lowe, Structural explanations lead young children and adults to rectify resource inequalities,Testing the limits of structural thinking about gender,University of Pennsylvania,39.950394450000005,-75.19467130666834,Philadelphia County,Philadelphia,Pennsylvania,United States
571,Andy Young,Understanding trait impressions from faces,To which world regions does the valence–dominance model of social perception apply?,England,52.5310214,-1.2649062,Leicestershire,,England,United Kingdom
572,Michael Tomasello,Children's sense of fairness as equal respect,In defense of the commons: Young children negatively evaluate and sanction free riders,Duke University,36.00015569999999,-78.94422972195878,Durham County,Durham,North Carolina,United States
573,Yuhan Wang,Children's consideration of motivation in evaluations of socially (un) mindful actions,She succeeded despite lack of ability or resources: Children’s consideration of constraint in beliefs and reasoning about academic achievement.,University of Wisconsin Madison,43.080274450000005,-89.43095871991434,Dane County,Madison,Wisconsin,United States
574,PAMALA DAYLEY,Gender/Sex Categories and Gendered Cues in People Perception: The Influence of Gender/Sex Ratio and Gendered Appearance on Group Judgments,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,UCLA,34.070877749999994,-118.44685031405575,Los Angeles County,Los Angeles,California,United States
575,Lin Bian,The development and predictors of a preference for strivers over naturals in the United States and China,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
576,Julia M. Haaf,Bayes factors for mixed models: A discussion,A many-analysts approach to the relation between religiosity and well-being,University of Potsdam,44.6606505,-74.97047884436499,Saint Lawrence County,,New York,United States
577,jie he,The squeaky wheel gets the grease: Recipients' responses influence children's costly third-party punishment of unfairness,Children’s restorative justice in an intergroup context,Behavioral Sciences,31.2642953,34.80146501883921,,Be’er-Sheva,South District,Israel
578,Nicolas Baumard,Prosocial religions as folk-technologies of mutual policing,In defense of the commons: Young children negatively evaluate and sanction free riders,Ecole Normale Superieure - PSL,48.841707150000005,2.3447923126871286,,Paris,Ile-de-France,France
579,Madeline G. Reinecke," Relational morality in psychology and philosophy: past, present, and future",Beyond our tribe: Developing a normative sense of group-transcendent fairness.,Oxford University,51.7583164,-1.2651448728790433,Oxfordshire,Oxford,England,United Kingdom
580,Paul Muentener,Verbally highlighting extrinsic causes of novel social disparities helps children view low-status groups as structurally disadvantaged rather than personally inferior,Testing the limits of structural thinking about gender,Tufts University,42.40649125,-71.11800725402092,Middlesex County,Medford,Massachusetts,United States
581,L Taylor Phillips,"Person perception, meet people perception: Exploring the social vision of groups",Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Organizations,40.7796494,-73.90417560051009,Queens County,New York,New York,United States
582,Flora Schwartz,"The good, the rich, and the powerful: How young children compensate victims of moral transgressions depending on moral character, wealth, and social dominance",To punish or to restore: how children evaluate victims' responses to immorality,Université Toulouse - Jean Jaurès,43.578375050000005,1.401000308569734,Haute-Garonne,Toulouse,Occitania,France
583,Nadia Chernyak,"The good, the rich, and the powerful: How young children compensate victims of moral transgressions depending on moral character, wealth, and social dominance",To punish or to restore: how children evaluate victims' responses to immorality,University of California - Irvine,33.6458956,-117.842799,Orange County,Irvine,California,United States
584,Angelika Stefan,Bayes factors for mixed models: A discussion,A many-analysts approach to the relation between religiosity and well-being,Ludwig-Maximilians-Universität München,48.15047575,11.579835648337658,,Munich,Bavaria,Germany
585,Quentin Atkinson,Being specific about generalisability,A many-analysts approach to the relation between religiosity and well-being,University of Auckland,-36.8660955,174.77373309361866,,Auckland,Auckland,New Zealand
586,April Bailey,Biological essentialism correlates with (but doesn't cause?) intergroup bias,Testing the limits of structural thinking about gender,University of Edinburgh,55.94407645,-3.1883735563964555,,City of Edinburgh,Scotland,United Kingdom
587,Nicholas Surdel,Judging robot ability: How people form implicit and explicit impressions of robot competence.,Testing the automaticity features of the Affect Misattribution Procedure: The roles of awareness and intentionality,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
588,James P. Dunlea,Enduring positivity: Children of incarcerated parents report more positive than negative emotions when thinking about close others,In defense of the commons: Young children negatively evaluate and sanction free riders,Walgreens Co.,42.156765199999995,-87.87115616395592,Lake County,,Illinois,United States
589,Yarrow Dunham,Emerging complexity in children's conceptualization of the wealthy and the poor,Minimal but meaningful: Probing the limits of randomly assigned social identities,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
590,Katherine McAuliffe,Children's judgments of interventions against norm violations: COVID-19 as a naturalistic case study,To punish or to restore: how children evaluate victims' responses to immorality,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
591,Michiel van Elk,Proximate and ultimate causes of supernatural beliefs,A many-analysts approach to the relation between religiosity and well-being,Leiden University,52.1686355,4.459702754883444,,Leiden,South Holland,Netherlands
592,Jimmy Calanchini,Age invariance in implicit bias: Alternative perspectives and their implications for the development of implicit cognition,Minimal but meaningful: Probing the limits of randomly assigned social identities,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
593,Xin Yang,Navigating the Social World: Children's Developing Understanding of Groups and Inequalities,Testing the limits of structural thinking about gender,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
594,Jinting Liu (刘金婷),Bright side of the MAOA-uVNTR on trait and situational forgiveness,Children’s restorative justice in an intergroup context,College of Psychology,42.29468815,-71.2029387174234,Middlesex County,Newton,Massachusetts,United States
595,Jasmine B. Norman,Broadening the stimulus set: introducing the American multiracial faces database,To which world regions does the valence–dominance model of social perception apply?,University of North Carolina Wilmington,34.2249827,-77.86907743744479,New Hanover County,Wilmington,North Carolina,United States
596,Isobel A. Heck,Children's Thinking about Societal Power and Status Hierarchies,Emerging complexity in children's conceptualization of the wealthy and the poor,University of Rochester,43.129864,-77.62878399245412,Monroe County,City of Rochester,New York,United States
597,Xin Yang,She succeeded despite lack of ability or resources: Children's consideration of constraint in beliefs and reasoning about academic achievement.,Emerging complexity in children's conceptualization of the wealthy and the poor,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
598,Yumin Wang, Grilling the data: application of specification curve analysis to red meat and all-cause mortality,A many-analysts approach to the relation between religiosity and well-being,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
599,Richard E Ahl,Having less means wanting more: Children hold an intuitive economic theory of diminishing marginal utility,Emerging complexity in children's conceptualization of the wealthy and the poor,Boston College,42.3354481,-71.16826648999114,Middlesex County,Newton,Massachusetts,United States
600,May Ling Halim,Testing the generalizability of minimal group attitudes in minority and majority race children,Minimal but meaningful: Probing the limits of randomly assigned social identities,California State University,34.1799047,-117.3263,San Bernardino County,San Bernardino,California,United States
601,Fan Yang,Beyond our tribe: Developing a normative sense of group-transcendent fairness.,Minimal but meaningful: Probing the limits of randomly assigned social identities,The University of Chicago,41.79139685,-87.60084387193544,Cook County,Chicago,Illinois,United States
602,Didar Karadag,Children intend to teach conventional but not moral norms selectively to ingroup members.,Minimal but meaningful: Probing the limits of randomly assigned social identities,Lancaster University,54.009842899999995,-2.787576781958986,Lancashire,Lancaster,England,United Kingdom
603,Melike M Fourie,(Not) part of the team: Racial empathy bias in a South African minimal group study,Which group matters more: The relative strength of minimal vs. gender and race group memberships in children's intergroup thinking,University of Cape Town,-33.95675585,18.467577702002977,City of Cape Town,Cape Town,Western Cape,South Africa
604,Kathryn A. Johnson,Disappointment with and Uncertainty about God Predict Heightened COVID-19 Anxiety among Persian Muslims,A many-analysts approach to the relation between religiosity and well-being,Arizona State University,33.4213174,-111.93316305413154,Maricopa County,Tempe,Arizona,United States
605,Julia Marshall,Children as assessors and agents of third-party punishment,To punish or to restore: how children evaluate victims' responses to immorality,Brown University,41.8186395,-71.4088008716793,Providence County,Providence,Rhode Island,United States
606,Patrick K Durkee,Is facial width-to-height ratio reliably associated with social inferences?,To which world regions does the valence–dominance model of social perception apply?,Fresno,36.7394421,-119.78483,Fresno County,Fresno,California,United States
607,Wiesław Baryła,Partner in crime: Beneficial cooperation overcomes children's aversion to antisocial others,In defense of the commons: Young children negatively evaluate and sanction free riders,SWPS University of Social Sciences,52.2483057,21.065389805881438,,Warsaw,Masovian Voivodeship,Poland
608,Roger Yan,Ostracism and Inclusion: Negative In-Group Favoritism and Belonging,Minimal but meaningful: Probing the limits of randomly assigned social identities,University of Otago,-45.8649793,170.51461487350844,Dunedin City,Dunedin,Otago,New Zealand
609,Youngki Hong,Shifts in facial impression structures across group boundaries,To which world regions does the valence–dominance model of social perception apply?,Columbia University,40.80775585,-73.96161411567529,New York County,New York,New York,United States
610,L Taylor Phillips,"Person perception, meet people perception: Exploring the social vision of groups",Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,Stern School of Business,40.7289742,-73.9965041,New York County,New York,New York,United States
611,Sacha Altay,"Does she still love and feel hungry? Afterlife beliefs, mind-body dualism, and religion across 24 countries",A many-analysts approach to the relation between religiosity and well-being,University of Zurich.,47.49684345,8.72980716809498,Bezirk Winterthur,Winterthur,Zurich,Switzerland
612,Joni Sasaki,How do culture and religion interact worldwide? A cultural match approach to understanding religiosity and well-being in the Many Analysts Religion Project,A many-analysts approach to the relation between religiosity and well-being,Mānoa,21.3093848,-157.8118169,Honolulu County,East Honolulu,Hawaii,United States
613,Jing Xiao, Brain responses to self-and other-unfairness under resource distribution context: Meta-analysis of fMRI studies,In defense of the commons: Young children negatively evaluate and sanction free riders,Capital Normal University,39.92886635,116.30005450928806,,Haidian District,Beijing,China
614,Paul Bloom,Developing judgments about peers' obligation to intervene,In defense of the commons: Young children negatively evaluate and sanction free riders,Yale University,41.25713055,-72.98966960152231,South Central Connecticut Planning Region,,Connecticut,United States
615,Michael S Landy, Face perception: A brief journey through recent discoveries and current directions,To which world regions does the valence–dominance model of social perception apply?,Neural Science,40.7291574,-73.99443355239427,New York County,New York,New York,United States
616,Professor Christopher Ndubuisi Ngwu,Religiosity and well-being among Nigerians: Exploring the mediating role of fatalism,A many-analysts approach to the relation between religiosity and well-being,Nsukka,6.8561,7.3927,,,Enugu State,Nigeria
